geopath,aggincome,geography,tenure,date
state=Texas|county=Fort Bend County|tract=Census Tract 6711,27113000.0,state=48|county=157|tract=671100,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6714,135567100.0,state=48|county=157|tract=671400,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6722,26035800.0,state=48|county=157|tract=672200,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6751,75063500.0,state=48|county=157|tract=675100,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6735,28481100.0,state=48|county=157|tract=673500,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6738,49993100.0,state=48|county=157|tract=673800,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6741,33823600.0,state=48|county=157|tract=674100,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6746.01,9046400.0,state=48|county=157|tract=674601,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6754,34902200.0,state=48|county=157|tract=675400,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6712,32361900.0,state=48|county=157|tract=671200,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6713,37488900.0,state=48|county=157|tract=671300,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6729,176911900.0,state=48|county=157|tract=672900,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6734,49417300.0,state=48|county=157|tract=673400,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6736,11569300.0,state=48|county=157|tract=673600,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6737,,state=48|county=157|tract=673700,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6750,21844900.0,state=48|county=157|tract=675000,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6756,11963600.0,state=48|county=157|tract=675600,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6757,43130200.0,state=48|county=157|tract=675700,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6704,30284200.0,state=48|county=157|tract=670400,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6707,12621900.0,state=48|county=157|tract=670700,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6719,9995700.0,state=48|county=157|tract=671900,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6749,35020600.0,state=48|county=157|tract=674900,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6752,43824600.0,state=48|county=157|tract=675200,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6702,36987200.0,state=48|county=157|tract=670200,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6718,46431700.0,state=48|county=157|tract=671800,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6721,10116500.0,state=48|county=157|tract=672100,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6724,33960400.0,state=48|county=157|tract=672400,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6725,12778600.0,state=48|county=157|tract=672500,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6732,22110000.0,state=48|county=157|tract=673200,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6733,8830700.0,state=48|county=157|tract=673300,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6748,50080600.0,state=48|county=157|tract=674800,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6753,41012900.0,state=48|county=157|tract=675300,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6703,15889100.0,state=48|county=157|tract=670300,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6758,15214600.0,state=48|county=157|tract=675800,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6709.01,16977700.0,state=48|county=157|tract=670901,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6710.02,57050000.0,state=48|county=157|tract=671002,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6706.02,15612200.0,state=48|county=157|tract=670602,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6701.01,25725300.0,state=48|county=157|tract=670101,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6701.02,20953800.0,state=48|county=157|tract=670102,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6731.01,272400100.0,state=48|county=157|tract=673101,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6730.03,49851500.0,state=48|county=157|tract=673003,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6730.01,27941200.0,state=48|county=157|tract=673001,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6731.02,91177800.0,state=48|county=157|tract=673102,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6746.03,23071500.0,state=48|county=157|tract=674603,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6706.01,53716100.0,state=48|county=157|tract=670601,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6745.01,127028400.0,state=48|county=157|tract=674501,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6746.04,8486600.0,state=48|county=157|tract=674604,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6730.02,97645300.0,state=48|county=157|tract=673002,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6727.01,47411500.0,state=48|county=157|tract=672701,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6726.01,52783900.0,state=48|county=157|tract=672601,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6726.02,14348300.0,state=48|county=157|tract=672602,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6739.01,25004100.0,state=48|county=157|tract=673901,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6723.01,70600400.0,state=48|county=157|tract=672301,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6727.02,33361400.0,state=48|county=157|tract=672702,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6723.02,34028300.0,state=48|county=157|tract=672302,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6710.01,29134900.0,state=48|county=157|tract=671001,Renter,2017
