geopath,aggrent,geography,tenure,date
state=Texas|county=Fort Bend County|tract=Census Tract 6727.01,558800.0,state=48|county=157|tract=672701,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6727.02,628400.0,state=48|county=157|tract=672702,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6728,962000.0,state=48|county=157|tract=672800,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6729,2196400.0,state=48|county=157|tract=672900,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6730.01,397900.0,state=48|county=157|tract=673001,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6730.02,1291900.0,state=48|county=157|tract=673002,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6730.03,677800.0,state=48|county=157|tract=673003,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6731.01,3152200.0,state=48|county=157|tract=673101,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6731.02,1550200.0,state=48|county=157|tract=673102,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6732,141200.0,state=48|county=157|tract=673200,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6733,54400.0,state=48|county=157|tract=673300,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6734,305700.0,state=48|county=157|tract=673400,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6735,387500.0,state=48|county=157|tract=673500,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6736,205500.0,state=48|county=157|tract=673600,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6737,,state=48|county=157|tract=673700,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6738,729200.0,state=48|county=157|tract=673800,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6739.01,300800.0,state=48|county=157|tract=673901,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6739.02,1104000.0,state=48|county=157|tract=673902,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6740,1776400.0,state=48|county=157|tract=674000,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6741,558400.0,state=48|county=157|tract=674100,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6742,216000.0,state=48|county=157|tract=674200,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6743,496500.0,state=48|county=157|tract=674300,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6744,261300.0,state=48|county=157|tract=674400,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6745.01,752100.0,state=48|county=157|tract=674501,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6745.02,357600.0,state=48|county=157|tract=674502,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6746.01,271300.0,state=48|county=157|tract=674601,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6746.02,192000.0,state=48|county=157|tract=674602,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6746.03,327500.0,state=48|county=157|tract=674603,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6746.04,72800.0,state=48|county=157|tract=674604,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6747,997400.0,state=48|county=157|tract=674700,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6748,846400.0,state=48|county=157|tract=674800,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6749,336200.0,state=48|county=157|tract=674900,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6750,250700.0,state=48|county=157|tract=675000,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6751,1373400.0,state=48|county=157|tract=675100,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6752,710900.0,state=48|county=157|tract=675200,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6753,523600.0,state=48|county=157|tract=675300,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6754,240200.0,state=48|county=157|tract=675400,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6755,570700.0,state=48|county=157|tract=675500,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6756,47300.0,state=48|county=157|tract=675600,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6757,340500.0,state=48|county=157|tract=675700,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6758,136100.0,state=48|county=157|tract=675800,Renter,2015
