geopath,aggcost,geography,tenure,date
state=Texas|county=Fort Bend County|tract=Census Tract 6720.01,899000.0,state=48|county=157|tract=672001,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6720.02,2510600.0,state=48|county=157|tract=672002,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6721,191900.0,state=48|county=157|tract=672100,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6722,366400.0,state=48|county=157|tract=672200,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6723.01,1096000.0,state=48|county=157|tract=672301,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6723.02,701400.0,state=48|county=157|tract=672302,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6724,798500.0,state=48|county=157|tract=672400,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6725,399800.0,state=48|county=157|tract=672500,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6726.01,1017200.0,state=48|county=157|tract=672601,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6726.02,176700.0,state=48|county=157|tract=672602,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6727.01,696100.0,state=48|county=157|tract=672701,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6727.02,726800.0,state=48|county=157|tract=672702,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6728,1122900.0,state=48|county=157|tract=672800,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6729,2630500.0,state=48|county=157|tract=672900,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6730.01,446300.0,state=48|county=157|tract=673001,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6730.02,1444000.0,state=48|county=157|tract=673002,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6730.03,752900.0,state=48|county=157|tract=673003,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6731.01,3532500.0,state=48|county=157|tract=673101,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6731.02,1668600.0,state=48|county=157|tract=673102,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6732,171700.0,state=48|county=157|tract=673200,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6733,66000.0,state=48|county=157|tract=673300,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6734,347300.0,state=48|county=157|tract=673400,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6735,446700.0,state=48|county=157|tract=673500,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6736,261900.0,state=48|county=157|tract=673600,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6737,,state=48|county=157|tract=673700,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6738,838900.0,state=48|county=157|tract=673800,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6739.01,355600.0,state=48|county=157|tract=673901,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6739.02,1229700.0,state=48|county=157|tract=673902,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6740,1949400.0,state=48|county=157|tract=674000,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6741,670200.0,state=48|county=157|tract=674100,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6742,252800.0,state=48|county=157|tract=674200,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6743,584800.0,state=48|county=157|tract=674300,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6744,292400.0,state=48|county=157|tract=674400,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6745.01,878200.0,state=48|county=157|tract=674501,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6745.02,431200.0,state=48|county=157|tract=674502,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6746.01,286200.0,state=48|county=157|tract=674601,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6746.02,225500.0,state=48|county=157|tract=674602,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6746.03,410900.0,state=48|county=157|tract=674603,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6746.04,82100.0,state=48|county=157|tract=674604,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6747,1199200.0,state=48|county=157|tract=674700,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6748,1108100.0,state=48|county=157|tract=674800,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6749,529600.0,state=48|county=157|tract=674900,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6750,329900.0,state=48|county=157|tract=675000,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6751,1632300.0,state=48|county=157|tract=675100,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6752,896600.0,state=48|county=157|tract=675200,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6753,725800.0,state=48|county=157|tract=675300,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6754,347000.0,state=48|county=157|tract=675400,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6755,687200.0,state=48|county=157|tract=675500,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6756,65000.0,state=48|county=157|tract=675600,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6757,471800.0,state=48|county=157|tract=675700,Renter,2015
state=Texas|county=Fort Bend County|tract=Census Tract 6758,204700.0,state=48|county=157|tract=675800,Renter,2015
