geopath,geography,mortgage,aggincome,tenure,date
state=Texas|county=Fort Bend County|tract=Census Tract 6738,state=48|county=157|tract=673800,Primary|Secondary|Tertiary,166001800.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6739.01,state=48|county=157|tract=673901,Primary|Secondary|Tertiary,300411200.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6739.02,state=48|county=157|tract=673902,Primary|Secondary|Tertiary,394933200.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6740,state=48|county=157|tract=674000,Primary|Secondary|Tertiary,150481400.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6741,state=48|county=157|tract=674100,Primary|Secondary|Tertiary,169433100.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6742,state=48|county=157|tract=674200,Primary|Secondary|Tertiary,230030800.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6743,state=48|county=157|tract=674300,Primary|Secondary|Tertiary,276681600.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6744,state=48|county=157|tract=674400,Primary|Secondary|Tertiary,606313500.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6745.01,state=48|county=157|tract=674501,Primary|Secondary|Tertiary,361416900.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6745.02,state=48|county=157|tract=674502,Primary|Secondary|Tertiary,714737800.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6746.01,state=48|county=157|tract=674601,Primary|Secondary|Tertiary,136213800.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6746.02,state=48|county=157|tract=674602,Primary|Secondary|Tertiary,319608100.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6746.03,state=48|county=157|tract=674603,Primary|Secondary|Tertiary,125642400.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6746.04,state=48|county=157|tract=674604,Primary|Secondary|Tertiary,119483300.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6747,state=48|county=157|tract=674700,Primary|Secondary|Tertiary,254007400.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6748,state=48|county=157|tract=674800,Primary|Secondary|Tertiary,23072500.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6749,state=48|county=157|tract=674900,Primary|Secondary|Tertiary,14186000.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6750,state=48|county=157|tract=675000,Primary|Secondary|Tertiary,14541300.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6751,state=48|county=157|tract=675100,Primary|Secondary|Tertiary,101942900.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6752,state=48|county=157|tract=675200,Primary|Secondary|Tertiary,43116000.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6753,state=48|county=157|tract=675300,Primary|Secondary|Tertiary,24163500.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6754,state=48|county=157|tract=675400,Primary|Secondary|Tertiary,93944400.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6755,state=48|county=157|tract=675500,Primary|Secondary|Tertiary,373149900.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6756,state=48|county=157|tract=675600,Primary|Secondary|Tertiary,116666900.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6757,state=48|county=157|tract=675700,Primary|Secondary|Tertiary,103202300.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6758,state=48|county=157|tract=675800,Primary|Secondary|Tertiary,25340100.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6701.01,state=48|county=157|tract=670101,Equity,25335400.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6701.02,state=48|county=157|tract=670102,Equity,13706800.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6702,state=48|county=157|tract=670200,Equity,38877800.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6703,state=48|county=157|tract=670300,Equity,25309100.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6704,state=48|county=157|tract=670400,Equity,26969900.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6705,state=48|county=157|tract=670500,Equity,18889700.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6706.01,state=48|county=157|tract=670601,Equity,34125800.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6706.02,state=48|county=157|tract=670602,Equity,8884200.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6707,state=48|county=157|tract=670700,Equity,20189400.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6708,state=48|county=157|tract=670800,Equity,48119800.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6709.01,state=48|county=157|tract=670901,Equity,119371400.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6709.02,state=48|county=157|tract=670902,Equity,15385600.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6710.01,state=48|county=157|tract=671001,Equity,97203700.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6710.02,state=48|county=157|tract=671002,Equity,57920200.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6711,state=48|county=157|tract=671100,Equity,53314800.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6712,state=48|county=157|tract=671200,Equity,23996100.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6713,state=48|county=157|tract=671300,Equity,13225700.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6714,state=48|county=157|tract=671400,Equity,30562500.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6715.01,state=48|county=157|tract=671501,Equity,93197700.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6715.02,state=48|county=157|tract=671502,Equity,11594900.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6716.01,state=48|county=157|tract=671601,Equity,67421900.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6716.02,state=48|county=157|tract=671602,Equity,60374700.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6717,state=48|county=157|tract=671700,Equity,146025300.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6718,state=48|county=157|tract=671800,Equity,21280900.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6719,state=48|county=157|tract=671900,Equity,41841100.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6720.01,state=48|county=157|tract=672001,Equity,56111200.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6720.02,state=48|county=157|tract=672002,Equity,16708400.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6721,state=48|county=157|tract=672100,Equity,162348700.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6722,state=48|county=157|tract=672200,Equity,51284700.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6723.01,state=48|county=157|tract=672301,Equity,36764800.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6723.02,state=48|county=157|tract=672302,Equity,87204300.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6724,state=48|county=157|tract=672400,Equity,46754300.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6725,state=48|county=157|tract=672500,Equity,34794600.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6726.01,state=48|county=157|tract=672601,Equity,31253700.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6726.02,state=48|county=157|tract=672602,Equity,47430200.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6727.01,state=48|county=157|tract=672701,Equity,75289800.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6727.02,state=48|county=157|tract=672702,Equity,33250200.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6728,state=48|county=157|tract=672800,Equity,52182800.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6729,state=48|county=157|tract=672900,Equity,192701400.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6730.01,state=48|county=157|tract=673001,Equity,114627700.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6730.02,state=48|county=157|tract=673002,Equity,85317400.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6730.03,state=48|county=157|tract=673003,Equity,188476000.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6731.01,state=48|county=157|tract=673101,Equity,398744500.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6731.02,state=48|county=157|tract=673102,Equity,218291000.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6732,state=48|county=157|tract=673200,Equity,100017800.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6733,state=48|county=157|tract=673300,Equity,111176500.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6734,state=48|county=157|tract=673400,Equity,161965700.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6735,state=48|county=157|tract=673500,Equity,111978700.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6736,state=48|county=157|tract=673600,Equity,80643700.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6737,state=48|county=157|tract=673700,Equity,,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6738,state=48|county=157|tract=673800,Equity,90897800.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6739.01,state=48|county=157|tract=673901,Equity,182681100.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6739.02,state=48|county=157|tract=673902,Equity,104565400.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6740,state=48|county=157|tract=674000,Equity,109927500.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6741,state=48|county=157|tract=674100,Equity,78334600.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6742,state=48|county=157|tract=674200,Equity,198076500.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6743,state=48|county=157|tract=674300,Equity,108874700.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6744,state=48|county=157|tract=674400,Equity,221352000.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6745.01,state=48|county=157|tract=674501,Equity,25341800.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6745.02,state=48|county=157|tract=674502,Equity,170644100.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6746.01,state=48|county=157|tract=674601,Equity,59564100.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6746.02,state=48|county=157|tract=674602,Equity,87781900.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6746.03,state=48|county=157|tract=674603,Equity,34831000.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6746.04,state=48|county=157|tract=674604,Equity,24435300.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6747,state=48|county=157|tract=674700,Equity,75761800.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6748,state=48|county=157|tract=674800,Equity,19677100.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6749,state=48|county=157|tract=674900,Equity,21102500.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6750,state=48|county=157|tract=675000,Equity,8925300.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6751,state=48|county=157|tract=675100,Equity,41459400.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6752,state=48|county=157|tract=675200,Equity,31216000.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6753,state=48|county=157|tract=675300,Equity,36690000.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6754,state=48|county=157|tract=675400,Equity,36330700.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6755,state=48|county=157|tract=675500,Equity,121041400.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6756,state=48|county=157|tract=675600,Equity,67262100.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6757,state=48|county=157|tract=675700,Equity,45878900.0,Owner,2016
state=Texas|county=Fort Bend County|tract=Census Tract 6758,state=48|county=157|tract=675800,Equity,26579100.0,Owner,2016
