geopath,geography,mortgage,aggvalue,tenure,date
state=Texas|county=Fort Bend County|tract=Census Tract 6751,state=48|county=157|tract=675100,Equity,77378000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6735,state=48|county=157|tract=673500,Equity,167524000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6738,state=48|county=157|tract=673800,Equity,149857000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6741,state=48|county=157|tract=674100,Equity,256804100,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6746.01,state=48|county=157|tract=674601,Equity,173719000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6754,state=48|county=157|tract=675400,Equity,254685400,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6712,state=48|county=157|tract=671200,Equity,42634000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6713,state=48|county=157|tract=671300,Equity,26239800,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6729,state=48|county=157|tract=672900,Equity,458238900,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6734,state=48|county=157|tract=673400,Equity,481625000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6736,state=48|county=157|tract=673600,Equity,129657000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6737,state=48|county=157|tract=673700,Equity,-666666666,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6750,state=48|county=157|tract=675000,Equity,12648000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6756,state=48|county=157|tract=675600,Equity,112173800,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6757,state=48|county=157|tract=675700,Equity,106253300,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6704,state=48|county=157|tract=670400,Equity,52043000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6707,state=48|county=157|tract=670700,Equity,53479500,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6719,state=48|county=157|tract=671900,Equity,80846000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6749,state=48|county=157|tract=674900,Equity,41112100,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6752,state=48|county=157|tract=675200,Equity,64622000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6702,state=48|county=157|tract=670200,Equity,55597000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6718,state=48|county=157|tract=671800,Equity,43179000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6721,state=48|county=157|tract=672100,Equity,417412500,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6724,state=48|county=157|tract=672400,Equity,85242000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6725,state=48|county=157|tract=672500,Equity,53068200,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6732,state=48|county=157|tract=673200,Equity,396887000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6733,state=48|county=157|tract=673300,Equity,508903800,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6748,state=48|county=157|tract=674800,Equity,35542100,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6753,state=48|county=157|tract=675300,Equity,56020000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6703,state=48|county=157|tract=670300,Equity,38899300,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6758,state=48|county=157|tract=675800,Equity,49412900,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6709.01,state=48|county=157|tract=670901,Equity,194756000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6710.02,state=48|county=157|tract=671002,Equity,109227000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6706.02,state=48|county=157|tract=670602,Equity,9558000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6701.01,state=48|county=157|tract=670101,Equity,52033300,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6701.02,state=48|county=157|tract=670102,Equity,17288500,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6731.01,state=48|county=157|tract=673101,Equity,1287425800,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6730.03,state=48|county=157|tract=673003,Equity,340650000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6730.01,state=48|county=157|tract=673001,Equity,229811000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6731.02,state=48|county=157|tract=673102,Equity,576849000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6746.03,state=48|county=157|tract=674603,Equity,103671000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6706.01,state=48|county=157|tract=670601,Equity,50728000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6745.01,state=48|county=157|tract=674501,Equity,125715000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6746.04,state=48|county=157|tract=674604,Equity,56465000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6730.02,state=48|county=157|tract=673002,Equity,171243000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6727.01,state=48|county=157|tract=672701,Equity,176321000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6726.01,state=48|county=157|tract=672601,Equity,64129000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6726.02,state=48|county=157|tract=672602,Equity,68591000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6739.01,state=48|county=157|tract=673901,Equity,269610000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6723.01,state=48|county=157|tract=672301,Equity,98386000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6727.02,state=48|county=157|tract=672702,Equity,68839400,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6723.02,state=48|county=157|tract=672302,Equity,209552500,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6710.01,state=48|county=157|tract=671001,Equity,178697000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6739.02,state=48|county=157|tract=673902,Primary|Secondary|Tertiary,959698000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6720.02,state=48|county=157|tract=672002,Primary|Secondary|Tertiary,84536200,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6720.01,state=48|county=157|tract=672001,Primary|Secondary|Tertiary,219186800,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6715.01,state=48|county=157|tract=671501,Primary|Secondary|Tertiary,340022300,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6716.01,state=48|county=157|tract=671601,Primary|Secondary|Tertiary,151220200,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6716.02,state=48|county=157|tract=671602,Primary|Secondary|Tertiary,162418600,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6715.02,state=48|county=157|tract=671502,Primary|Secondary|Tertiary,69956900,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6709.02,state=48|county=157|tract=670902,Primary|Secondary|Tertiary,254846600,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6746.02,state=48|county=157|tract=674602,Primary|Secondary|Tertiary,578795900,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6745.02,state=48|county=157|tract=674502,Primary|Secondary|Tertiary,1355051600,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6705,state=48|county=157|tract=670500,Primary|Secondary|Tertiary,122695900,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6708,state=48|county=157|tract=670800,Primary|Secondary|Tertiary,447355400,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6740,state=48|county=157|tract=674000,Primary|Secondary|Tertiary,265054300,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6755,state=48|county=157|tract=675500,Primary|Secondary|Tertiary,744605000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6742,state=48|county=157|tract=674200,Primary|Secondary|Tertiary,521108000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6744,state=48|county=157|tract=674400,Primary|Secondary|Tertiary,1695574000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6728,state=48|county=157|tract=672800,Primary|Secondary|Tertiary,251720700,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6717,state=48|county=157|tract=671700,Primary|Secondary|Tertiary,269243000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6743,state=48|county=157|tract=674300,Primary|Secondary|Tertiary,564645200,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6747,state=48|county=157|tract=674700,Primary|Secondary|Tertiary,522135000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6711,state=48|county=157|tract=671100,Primary|Secondary|Tertiary,174626000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6714,state=48|county=157|tract=671400,Primary|Secondary|Tertiary,126029000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6722,state=48|county=157|tract=672200,Primary|Secondary|Tertiary,175062000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6751,state=48|county=157|tract=675100,Primary|Secondary|Tertiary,189958000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6735,state=48|county=157|tract=673500,Primary|Secondary|Tertiary,473795100,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6738,state=48|county=157|tract=673800,Primary|Secondary|Tertiary,300609000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6741,state=48|county=157|tract=674100,Primary|Secondary|Tertiary,296690500,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6746.01,state=48|county=157|tract=674601,Primary|Secondary|Tertiary,281110000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6754,state=48|county=157|tract=675400,Primary|Secondary|Tertiary,176117000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6712,state=48|county=157|tract=671200,Primary|Secondary|Tertiary,134225200,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6713,state=48|county=157|tract=671300,Primary|Secondary|Tertiary,52552900,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6729,state=48|county=157|tract=672900,Primary|Secondary|Tertiary,2222655800,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6734,state=48|county=157|tract=673400,Primary|Secondary|Tertiary,1711585300,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6736,state=48|county=157|tract=673600,Primary|Secondary|Tertiary,353383400,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6737,state=48|county=157|tract=673700,Primary|Secondary|Tertiary,-666666666,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6750,state=48|county=157|tract=675000,Primary|Secondary|Tertiary,24877000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6756,state=48|county=157|tract=675600,Primary|Secondary|Tertiary,249824000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6757,state=48|county=157|tract=675700,Primary|Secondary|Tertiary,130494500,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6704,state=48|county=157|tract=670400,Primary|Secondary|Tertiary,69690500,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6707,state=48|county=157|tract=670700,Primary|Secondary|Tertiary,312437000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6719,state=48|county=157|tract=671900,Primary|Secondary|Tertiary,122289000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6749,state=48|county=157|tract=674900,Primary|Secondary|Tertiary,59087100,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6752,state=48|county=157|tract=675200,Primary|Secondary|Tertiary,38282000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6702,state=48|county=157|tract=670200,Primary|Secondary|Tertiary,89514500,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6718,state=48|county=157|tract=671800,Primary|Secondary|Tertiary,53108000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6721,state=48|county=157|tract=672100,Primary|Secondary|Tertiary,267930800,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6724,state=48|county=157|tract=672400,Primary|Secondary|Tertiary,215073300,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6725,state=48|county=157|tract=672500,Primary|Secondary|Tertiary,219659000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6732,state=48|county=157|tract=673200,Primary|Secondary|Tertiary,1176281700,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6733,state=48|county=157|tract=673300,Primary|Secondary|Tertiary,664261300,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6748,state=48|county=157|tract=674800,Primary|Secondary|Tertiary,52078200,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6753,state=48|county=157|tract=675300,Primary|Secondary|Tertiary,45607000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6703,state=48|county=157|tract=670300,Primary|Secondary|Tertiary,43263100,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6758,state=48|county=157|tract=675800,Primary|Secondary|Tertiary,56394800,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6709.01,state=48|county=157|tract=670901,Primary|Secondary|Tertiary,616915200,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6710.02,state=48|county=157|tract=671002,Primary|Secondary|Tertiary,144570000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6706.02,state=48|county=157|tract=670602,Primary|Secondary|Tertiary,18632300,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6701.01,state=48|county=157|tract=670101,Primary|Secondary|Tertiary,64253000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6701.02,state=48|county=157|tract=670102,Primary|Secondary|Tertiary,44260500,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6731.01,state=48|county=157|tract=673101,Primary|Secondary|Tertiary,4449445600,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6730.03,state=48|county=157|tract=673003,Primary|Secondary|Tertiary,822933000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6730.01,state=48|county=157|tract=673001,Primary|Secondary|Tertiary,509322300,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6731.02,state=48|county=157|tract=673102,Primary|Secondary|Tertiary,983079900,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6746.03,state=48|county=157|tract=674603,Primary|Secondary|Tertiary,208492000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6706.01,state=48|county=157|tract=670601,Primary|Secondary|Tertiary,245407300,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6745.01,state=48|county=157|tract=674501,Primary|Secondary|Tertiary,844540600,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6746.04,state=48|county=157|tract=674604,Primary|Secondary|Tertiary,272119600,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6730.02,state=48|county=157|tract=673002,Primary|Secondary|Tertiary,408169000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6727.01,state=48|county=157|tract=672701,Primary|Secondary|Tertiary,386711100,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6726.01,state=48|county=157|tract=672601,Primary|Secondary|Tertiary,153862800,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6726.02,state=48|county=157|tract=672602,Primary|Secondary|Tertiary,180843200,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6739.01,state=48|county=157|tract=673901,Primary|Secondary|Tertiary,575876500,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6723.01,state=48|county=157|tract=672301,Primary|Secondary|Tertiary,178940000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6727.02,state=48|county=157|tract=672702,Primary|Secondary|Tertiary,210679000,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6723.02,state=48|county=157|tract=672302,Primary|Secondary|Tertiary,284857400,Owner,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6710.01,state=48|county=157|tract=671001,Primary|Secondary|Tertiary,217988000,Owner,2017
