geopath,aggrent,geography,tenure,date
state=Texas|county=Fort Bend County|tract=Census Tract 6738,652400.0,state=48|county=157|tract=673800,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6741,569400.0,state=48|county=157|tract=674100,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6746.01,303300.0,state=48|county=157|tract=674601,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6754,427900.0,state=48|county=157|tract=675400,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6712,534000.0,state=48|county=157|tract=671200,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6713,681900.0,state=48|county=157|tract=671300,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6729,2744700.0,state=48|county=157|tract=672900,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6734,758200.0,state=48|county=157|tract=673400,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6736,161600.0,state=48|county=157|tract=673600,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6737,,state=48|county=157|tract=673700,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6750,305300.0,state=48|county=157|tract=675000,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6756,111900.0,state=48|county=157|tract=675600,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6757,328900.0,state=48|county=157|tract=675700,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6704,497900.0,state=48|county=157|tract=670400,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6707,160700.0,state=48|county=157|tract=670700,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6719,110300.0,state=48|county=157|tract=671900,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6749,401200.0,state=48|county=157|tract=674900,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6752,607700.0,state=48|county=157|tract=675200,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6702,769100.0,state=48|county=157|tract=670200,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6718,591100.0,state=48|county=157|tract=671800,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6721,355900.0,state=48|county=157|tract=672100,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6724,487600.0,state=48|county=157|tract=672400,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6725,220200.0,state=48|county=157|tract=672500,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6732,324400.0,state=48|county=157|tract=673200,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6733,98100.0,state=48|county=157|tract=673300,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6748,869900.0,state=48|county=157|tract=674800,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6753,704500.0,state=48|county=157|tract=675300,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6703,355300.0,state=48|county=157|tract=670300,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6758,193900.0,state=48|county=157|tract=675800,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6709.01,385200.0,state=48|county=157|tract=670901,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6710.02,781100.0,state=48|county=157|tract=671002,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6706.02,222400.0,state=48|county=157|tract=670602,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6701.01,489100.0,state=48|county=157|tract=670101,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6701.02,346700.0,state=48|county=157|tract=670102,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6731.01,4523300.0,state=48|county=157|tract=673101,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6730.03,838400.0,state=48|county=157|tract=673003,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6730.01,404100.0,state=48|county=157|tract=673001,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6731.02,1959500.0,state=48|county=157|tract=673102,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6746.03,385100.0,state=48|county=157|tract=674603,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6706.01,723700.0,state=48|county=157|tract=670601,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6745.01,1275300.0,state=48|county=157|tract=674501,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6746.04,91800.0,state=48|county=157|tract=674604,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6730.02,1714100.0,state=48|county=157|tract=673002,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6727.01,746000.0,state=48|county=157|tract=672701,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6726.01,901600.0,state=48|county=157|tract=672601,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6726.02,257500.0,state=48|county=157|tract=672602,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6739.01,191400.0,state=48|county=157|tract=673901,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6723.01,988600.0,state=48|county=157|tract=672301,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6727.02,592500.0,state=48|county=157|tract=672702,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6723.02,607700.0,state=48|county=157|tract=672302,Renter,2017
state=Texas|county=Fort Bend County|tract=Census Tract 6710.01,403000.0,state=48|county=157|tract=671001,Renter,2017
